Orthogroup	hi_protein	pa_protein	sa_mrsa_protein	Total
OG0001333	1	1	0	2
OG0001334	1	1	0	2
OG0001335	1	0	1	2
OG0001336	1	1	0	2
OG0001337	1	1	0	2
OG0001338	1	1	0	2
OG0001339	1	1	0	2
OG0001340	1	1	0	2
OG0001341	1	1	0	2
OG0001342	1	1	0	2
OG0001343	1	0	1	2
OG0001344	1	1	0	2
OG0001345	1	1	0	2
OG0001346	1	1	0	2
OG0001347	2	0	0	2
OG0001348	1	1	0	2
OG0001349	1	0	1	2
OG0001350	1	1	0	2
OG0001351	1	1	0	2
OG0001352	1	1	0	2
OG0001353	1	1	0	2
OG0001354	1	1	0	2
OG0001355	1	1	0	2
OG0001356	1	1	0	2
OG0001357	1	1	0	2
OG0001358	1	1	0	2
OG0001359	1	1	0	2
OG0001360	1	0	1	2
OG0001361	1	1	0	2
OG0001362	1	1	0	2
OG0001363	1	1	0	2
OG0001364	1	1	0	2
OG0001365	1	1	0	2
OG0001366	1	1	0	2
OG0001367	1	1	0	2
OG0001368	1	1	0	2
OG0001369	1	1	0	2
OG0001370	1	1	0	2
OG0001371	1	1	0	2
OG0001372	1	1	0	2
OG0001373	1	0	1	2
OG0001374	1	1	0	2
OG0001375	1	1	0	2
OG0001376	1	1	0	2
OG0001377	1	1	0	2
OG0001378	1	1	0	2
OG0001379	1	1	0	2
OG0001380	1	0	1	2
OG0001381	1	1	0	2
OG0001382	1	1	0	2
OG0001383	1	0	1	2
OG0001384	1	0	1	2
OG0001385	1	0	1	2
OG0001386	1	1	0	2
OG0001387	1	1	0	2
OG0001388	1	1	0	2
OG0001389	1	1	0	2
OG0001390	1	1	0	2
OG0001391	1	1	0	2
OG0001392	1	1	0	2
OG0001393	1	1	0	2
OG0001394	1	1	0	2
OG0001395	1	1	0	2
OG0001396	1	1	0	2
OG0001397	1	1	0	2
OG0001398	1	1	0	2
OG0001399	1	1	0	2
OG0001400	1	1	0	2
OG0001401	1	0	1	2
OG0001402	1	1	0	2
OG0001403	1	1	0	2
OG0001404	1	1	0	2
OG0001405	1	1	0	2
OG0001406	1	0	1	2
OG0001407	1	1	0	2
OG0001408	1	1	0	2
OG0001409	1	1	0	2
OG0001410	1	1	0	2
OG0001411	1	1	0	2
OG0001412	1	1	0	2
OG0001413	1	1	0	2
OG0001414	1	1	0	2
OG0001415	1	0	1	2
OG0001416	1	0	1	2
OG0001417	1	1	0	2
OG0001418	1	1	0	2
OG0001419	1	1	0	2
OG0001420	1	0	1	2
OG0001421	1	1	0	2
OG0001422	1	1	0	2
OG0001423	1	1	0	2
OG0001424	1	1	0	2
OG0001425	1	0	1	2
OG0001426	1	0	1	2
OG0001427	1	1	0	2
OG0001428	1	1	0	2
OG0001429	1	1	0	2
OG0001430	1	1	0	2
OG0001431	1	1	0	2
OG0001432	1	1	0	2
OG0001433	1	1	0	2
OG0001434	1	1	0	2
OG0001435	1	1	0	2
OG0001436	1	1	0	2
OG0001437	1	1	0	2
OG0001438	1	1	0	2
OG0001439	1	1	0	2
OG0001440	1	1	0	2
OG0001441	1	1	0	2
OG0001442	2	0	0	2
OG0001443	1	1	0	2
OG0001444	1	1	0	2
OG0001445	1	1	0	2
OG0001446	1	1	0	2
OG0001447	1	0	1	2
OG0001448	1	0	1	2
OG0001449	1	0	1	2
OG0001450	1	1	0	2
OG0001451	1	1	0	2
OG0001452	1	1	0	2
OG0001453	1	1	0	2
OG0001454	1	1	0	2
OG0001455	1	0	1	2
OG0001456	1	1	0	2
OG0001457	1	1	0	2
OG0001458	1	1	0	2
OG0001459	1	1	0	2
OG0001460	1	1	0	2
OG0001461	1	1	0	2
OG0001462	1	1	0	2
OG0001463	1	0	1	2
OG0001464	1	1	0	2
OG0001465	1	0	1	2
OG0001466	1	1	0	2
OG0001467	1	1	0	2
OG0001468	1	1	0	2
OG0001469	1	1	0	2
OG0001470	1	0	1	2
OG0001471	1	1	0	2
OG0001472	1	0	1	2
OG0001473	1	1	0	2
OG0001474	1	1	0	2
OG0001475	1	1	0	2
OG0001476	1	1	0	2
OG0001477	1	1	0	2
OG0001478	1	1	0	2
OG0001479	1	1	0	2
OG0001480	1	1	0	2
OG0001481	1	1	0	2
OG0001482	1	0	1	2
OG0001483	1	0	1	2
OG0001484	1	1	0	2
OG0001485	1	1	0	2
OG0001486	1	1	0	2
OG0001487	1	1	0	2
OG0001488	1	1	0	2
OG0001489	1	1	0	2
OG0001490	1	1	0	2
OG0001491	1	1	0	2
OG0001492	1	1	0	2
OG0001493	1	1	0	2
OG0001494	1	1	0	2
OG0001495	1	1	0	2
OG0001496	1	0	1	2
OG0001497	1	1	0	2
OG0001498	1	1	0	2
OG0001499	2	0	0	2
OG0001500	1	1	0	2
OG0001501	1	0	1	2
OG0001502	1	1	0	2
OG0001503	1	1	0	2
OG0001504	1	1	0	2
OG0001505	1	1	0	2
OG0001506	1	1	0	2
OG0001507	1	1	0	2
OG0001508	1	1	0	2
OG0001509	1	1	0	2
OG0001510	1	1	0	2
OG0001511	1	1	0	2
OG0001512	0	2	0	2
OG0001513	0	2	0	2
OG0001514	0	2	0	2
OG0001515	0	2	0	2
OG0001516	0	2	0	2
OG0001517	0	2	0	2
OG0001518	0	2	0	2
OG0001519	0	2	0	2
OG0001520	0	2	0	2
OG0001521	0	2	0	2
OG0001522	0	2	0	2
OG0001523	0	2	0	2
OG0001524	0	2	0	2
OG0001525	0	2	0	2
OG0001526	0	2	0	2
OG0001527	0	2	0	2
OG0001528	0	2	0	2
OG0001529	0	2	0	2
OG0001530	0	2	0	2
OG0001531	0	2	0	2
OG0001532	0	2	0	2
OG0001533	0	1	1	2
OG0001534	0	1	1	2
OG0001535	0	2	0	2
OG0001536	0	2	0	2
OG0001537	0	2	0	2
OG0001538	0	2	0	2
OG0001539	0	2	0	2
OG0001540	0	1	1	2
OG0001541	0	1	1	2
OG0001542	0	2	0	2
OG0001543	0	1	1	2
OG0001544	0	1	1	2
OG0001545	0	1	1	2
OG0001546	0	1	1	2
OG0001547	0	2	0	2
OG0001548	0	2	0	2
OG0001549	0	2	0	2
OG0001550	0	2	0	2
OG0001551	0	2	0	2
OG0001552	0	1	1	2
OG0001553	0	1	1	2
OG0001554	0	2	0	2
OG0001555	0	2	0	2
OG0001556	0	1	1	2
OG0001557	0	2	0	2
OG0001558	0	2	0	2
OG0001559	0	2	0	2
OG0001560	0	2	0	2
OG0001561	0	2	0	2
OG0001562	0	2	0	2
OG0001563	0	2	0	2
OG0001564	0	1	1	2
OG0001565	0	2	0	2
OG0001566	0	2	0	2
OG0001567	0	2	0	2
OG0001568	0	2	0	2
OG0001569	0	2	0	2
OG0001570	0	2	0	2
OG0001571	0	2	0	2
OG0001572	0	2	0	2
OG0001573	0	1	1	2
OG0001574	0	2	0	2
OG0001575	0	1	1	2
OG0001576	0	2	0	2
OG0001577	0	1	1	2
OG0001578	0	2	0	2
OG0001579	0	1	1	2
OG0001580	0	2	0	2
OG0001581	0	2	0	2
OG0001582	0	2	0	2
OG0001583	0	2	0	2
OG0001584	0	2	0	2
OG0001585	0	1	1	2
OG0001586	0	1	1	2
OG0001587	0	2	0	2
OG0001588	0	2	0	2
OG0001589	0	2	0	2
OG0001590	0	2	0	2
OG0001591	0	1	1	2
OG0001592	0	2	0	2
OG0001593	0	2	0	2
OG0001594	0	1	1	2
OG0001595	0	2	0	2
OG0001596	0	2	0	2
OG0001597	0	1	1	2
OG0001598	0	1	1	2
OG0001599	0	1	1	2
OG0001600	0	1	1	2
OG0001601	0	1	1	2
OG0001602	0	2	0	2
OG0001603	0	2	0	2
OG0001604	0	2	0	2
OG0001605	0	2	0	2
OG0001606	0	1	1	2
OG0001607	0	1	1	2
OG0001608	0	1	1	2
OG0001609	0	1	1	2
OG0001610	0	2	0	2
OG0001611	0	2	0	2
OG0001612	0	2	0	2
OG0001613	0	2	0	2
OG0001614	0	2	0	2
OG0001615	0	2	0	2
OG0001616	0	2	0	2
OG0001617	0	2	0	2
OG0001618	0	2	0	2
OG0001619	0	2	0	2
OG0001620	0	2	0	2
OG0001621	0	2	0	2
OG0001622	0	1	1	2
OG0001623	0	2	0	2
OG0001624	0	1	1	2
OG0001625	0	1	1	2
OG0001626	0	1	1	2
OG0001627	0	1	1	2
OG0001628	0	2	0	2
OG0001629	0	1	1	2
OG0001630	0	2	0	2
OG0001631	0	1	1	2
OG0001632	0	2	0	2
OG0001633	0	2	0	2
OG0001634	0	2	0	2
OG0001635	0	2	0	2
OG0001636	0	2	0	2
OG0001637	0	2	0	2
OG0001638	0	2	0	2
OG0001639	0	2	0	2
OG0001640	0	2	0	2
OG0001641	0	1	1	2
OG0001642	0	2	0	2
OG0001643	0	1	1	2
OG0001644	0	2	0	2
OG0001645	0	1	1	2
OG0001646	0	2	0	2
OG0001647	0	2	0	2
OG0001648	0	2	0	2
OG0001649	0	2	0	2
OG0001650	0	2	0	2
OG0001651	0	2	0	2
OG0001652	0	1	1	2
OG0001653	0	1	1	2
OG0001654	0	1	1	2
OG0001655	0	1	1	2
OG0001656	0	1	1	2
OG0001657	0	1	1	2
OG0001658	0	2	0	2
OG0001659	0	2	0	2
OG0001660	0	2	0	2
OG0001661	0	1	1	2
OG0001662	0	2	0	2
OG0001663	0	1	1	2
OG0001664	0	2	0	2
OG0001665	0	2	0	2
OG0001666	0	2	0	2
OG0001667	0	1	1	2
OG0001668	0	2	0	2
OG0001669	0	2	0	2
OG0001670	0	2	0	2
OG0001671	0	1	1	2
OG0001672	0	2	0	2
OG0001673	0	2	0	2
OG0001674	0	2	0	2
OG0001675	0	2	0	2
OG0001676	0	2	0	2
OG0001677	0	2	0	2
OG0001678	0	2	0	2
OG0001679	0	1	1	2
OG0001680	0	1	1	2
OG0001681	0	2	0	2
OG0001682	0	2	0	2
OG0001683	0	2	0	2
OG0001684	0	2	0	2
OG0001685	0	2	0	2
OG0001686	0	2	0	2
OG0001687	0	1	1	2
OG0001688	0	2	0	2
OG0001689	0	2	0	2
OG0001690	0	2	0	2
OG0001691	0	1	1	2
OG0001692	0	1	1	2
OG0001693	0	2	0	2
OG0001694	0	2	0	2
OG0001695	0	1	1	2
OG0001696	0	2	0	2
OG0001697	0	2	0	2
OG0001698	0	2	0	2
OG0001699	0	1	1	2
OG0001700	0	2	0	2
OG0001701	0	1	1	2
OG0001702	0	1	1	2
OG0001703	0	2	0	2
OG0001704	0	2	0	2
OG0001705	0	2	0	2
OG0001706	0	2	0	2
OG0001707	0	1	1	2
OG0001708	0	1	1	2
OG0001709	0	1	1	2
OG0001710	0	1	1	2
OG0001711	0	1	1	2
OG0001712	0	2	0	2
OG0001713	0	2	0	2
OG0001714	0	2	0	2
OG0001715	0	2	0	2
OG0001716	0	2	0	2
OG0001717	0	2	0	2
OG0001718	0	1	1	2
OG0001719	0	2	0	2
OG0001720	0	2	0	2
OG0001721	0	2	0	2
OG0001722	0	1	1	2
OG0001723	0	2	0	2
OG0001724	0	1	1	2
OG0001725	0	2	0	2
OG0001726	0	1	1	2
OG0001727	0	2	0	2
OG0001728	0	1	1	2
OG0001729	0	2	0	2
OG0001730	0	1	1	2
OG0001731	0	2	0	2
OG0001732	0	2	0	2
OG0001733	0	2	0	2
OG0001734	0	2	0	2
OG0001735	0	2	0	2
OG0001736	0	2	0	2
OG0001737	0	1	1	2
OG0001738	0	1	1	2
OG0001739	0	1	1	2
OG0001740	0	1	1	2
OG0001741	0	2	0	2
OG0001742	0	2	0	2
OG0001743	0	2	0	2
OG0001744	0	2	0	2
OG0001745	0	2	0	2
OG0001746	0	2	0	2
OG0001747	0	1	1	2
OG0001748	0	2	0	2
OG0001749	0	1	1	2
OG0001750	0	2	0	2
OG0001751	0	1	1	2
OG0001752	0	2	0	2
OG0001753	0	1	1	2
OG0001754	0	2	0	2
OG0001755	0	1	1	2
OG0001756	0	1	1	2
OG0001757	0	1	1	2
OG0001758	0	1	1	2
OG0001759	0	2	0	2
OG0001760	0	1	1	2
OG0001761	0	2	0	2
OG0001762	0	1	1	2
OG0001763	0	1	1	2
OG0001764	0	1	1	2
OG0001765	0	1	1	2
OG0001766	0	1	1	2
OG0001767	0	1	1	2
OG0001768	0	2	0	2
OG0001769	0	2	0	2
OG0001770	0	2	0	2
OG0001771	0	2	0	2
OG0001772	0	1	1	2
OG0001773	0	2	0	2
OG0001774	0	2	0	2
OG0001775	0	1	1	2
OG0001776	0	1	1	2
OG0001777	0	1	1	2
OG0001778	0	1	1	2
OG0001779	0	1	1	2
OG0001780	0	1	1	2
OG0001781	0	2	0	2
OG0001782	0	2	0	2
OG0001783	0	2	0	2
OG0001784	0	1	1	2
OG0001785	0	2	0	2
OG0001786	0	2	0	2
OG0001787	0	1	1	2
OG0001788	0	1	1	2
OG0001789	0	1	1	2
OG0001790	0	2	0	2
OG0001791	0	2	0	2
OG0001792	0	1	1	2
OG0001793	0	2	0	2
OG0001794	0	2	0	2
OG0001795	0	1	1	2
OG0001796	0	1	1	2
OG0001797	0	1	1	2
OG0001798	0	1	1	2
OG0001799	0	1	1	2
OG0001800	0	1	1	2
OG0001801	0	1	1	2
OG0001802	0	1	1	2
OG0001803	0	1	1	2
OG0001804	0	1	1	2
OG0001805	0	2	0	2
OG0001806	0	1	1	2
OG0001807	0	1	1	2
OG0001808	0	1	1	2
OG0001809	0	2	0	2
OG0001810	0	1	1	2
OG0001811	0	1	1	2
OG0001812	0	1	1	2
OG0001813	0	1	1	2
OG0001814	0	2	0	2
OG0001815	0	2	0	2
OG0001816	0	2	0	2
OG0001817	0	2	0	2
OG0001818	0	1	1	2
OG0001819	0	1	1	2
OG0001820	0	1	1	2
OG0001821	0	1	1	2
OG0001822	0	1	1	2
OG0001823	0	1	1	2
OG0001824	0	1	1	2
OG0001825	0	1	1	2
OG0001826	0	1	1	2
OG0001827	0	2	0	2
OG0001828	0	2	0	2
OG0001829	0	1	1	2
OG0001830	0	1	1	2
OG0001831	0	2	0	2
OG0001832	0	2	0	2
OG0001833	0	1	1	2
OG0001834	0	1	1	2
OG0001835	0	1	1	2
OG0001836	0	2	0	2
OG0001837	0	2	0	2
OG0001838	0	2	0	2
OG0001839	0	2	0	2
OG0001840	0	2	0	2
OG0001841	0	1	1	2
OG0001842	0	1	1	2
OG0001843	0	2	0	2
OG0001844	0	1	1	2
OG0001845	0	1	1	2
OG0001846	0	1	1	2
OG0001847	0	1	1	2
OG0001848	0	2	0	2
OG0001849	0	1	1	2
OG0001850	0	1	1	2
OG0001851	0	1	1	2
OG0001852	0	1	1	2
OG0001853	0	1	1	2
OG0001854	0	1	1	2
OG0001855	0	1	1	2
OG0001856	0	1	1	2
OG0001857	0	1	1	2
OG0001858	0	1	1	2
OG0001859	0	2	0	2
OG0001860	0	2	0	2
OG0001861	0	1	1	2
OG0001862	0	1	1	2
OG0001863	0	2	0	2
OG0001864	0	2	0	2
OG0001865	0	1	1	2
OG0001866	0	1	1	2
OG0001867	0	2	0	2
OG0001868	0	2	0	2
OG0001869	0	2	0	2
OG0001870	0	1	1	2
OG0001871	0	1	1	2
OG0001872	0	1	1	2
OG0001873	0	2	0	2
OG0001874	0	1	1	2
OG0001875	0	1	1	2
OG0001876	0	1	1	2
OG0001877	0	1	1	2
OG0001878	0	1	1	2
OG0001879	0	1	1	2
OG0001880	0	1	1	2
OG0001881	0	1	1	2
OG0001882	0	1	1	2
OG0001883	0	2	0	2
OG0001884	0	1	1	2
OG0001885	0	2	0	2
OG0001886	0	1	1	2
OG0001887	0	1	1	2
OG0001888	0	1	1	2
OG0001889	0	2	0	2
OG0001890	0	2	0	2
OG0001891	0	2	0	2
OG0001892	0	1	1	2
OG0001893	0	1	1	2
OG0001894	0	1	1	2
OG0001895	0	0	2	2
OG0001896	0	0	2	2
OG0001897	0	0	2	2
OG0001898	0	0	2	2
OG0001899	0	0	2	2
OG0001900	0	0	2	2
OG0001901	0	0	2	2
OG0001902	0	0	2	2
OG0001903	0	0	2	2
OG0001904	0	0	2	2
OG0001905	0	0	2	2
OG0001906	0	0	2	2
OG0001907	0	0	2	2
OG0001908	0	0	2	2
OG0001909	0	0	2	2
OG0001910	0	0	2	2
OG0001911	0	0	2	2
OG0001912	0	0	2	2
OG0001913	0	0	2	2
OG0001914	0	0	2	2
OG0001915	0	0	2	2
OG0001916	0	0	2	2
OG0001917	0	0	2	2
OG0001918	0	0	2	2
OG0001919	0	0	2	2
OG0001920	0	0	2	2
OG0001921	0	0	2	2
OG0001922	0	0	2	2
OG0001923	0	0	2	2
OG0001924	0	0	2	2
OG0001925	0	0	2	2
OG0001926	0	0	2	2
OG0001927	0	0	2	2
OG0001928	0	0	2	2
OG0001929	0	0	2	2
OG0001930	0	0	2	2
OG0001931	0	0	2	2
OG0001932	0	0	2	2
OG0001933	0	0	2	2
OG0001934	0	0	2	2
OG0001935	0	0	2	2
OG0001936	0	0	2	2
OG0001937	0	0	2	2
OG0001938	0	0	2	2
OG0001939	0	0	2	2
OG0001940	0	0	2	2
OG0001941	0	0	2	2
OG0001942	0	0	2	2
OG0001943	0	0	2	2
OG0001944	0	0	2	2
OG0001945	0	0	2	2
OG0001946	0	0	2	2
OG0001947	0	0	2	2
OG0001948	0	0	2	2
OG0001949	0	0	2	2
OG0001950	0	0	2	2
OG0001951	0	0	2	2
OG0001952	0	0	2	2
OG0001953	0	0	2	2
OG0001954	0	0	2	2
OG0001955	0	0	2	2
OG0001956	0	0	2	2
OG0001957	0	0	2	2
OG0001958	0	0	2	2
OG0001959	0	0	2	2
OG0001960	0	0	2	2
OG0001961	0	0	2	2
OG0001962	0	0	2	2
OG0001963	0	0	2	2
OG0001964	0	0	2	2
OG0001965	0	0	2	2
OG0001966	0	0	2	2
OG0001967	0	0	2	2
OG0001968	0	0	2	2
OG0001969	0	0	2	2
OG0001970	0	0	2	2
OG0001971	0	0	2	2
OG0001972	0	0	2	2
OG0001973	0	0	2	2
OG0001974	0	0	2	2
OG0001975	0	0	2	2
OG0001976	0	0	2	2
OG0001977	0	0	2	2
OG0001978	0	0	2	2
OG0001979	0	0	2	2
OG0001980	0	0	2	2
OG0001981	0	0	2	2
OG0001982	0	0	2	2
OG0001983	0	0	2	2
OG0001984	0	0	2	2
OG0001985	0	0	2	2
OG0001986	0	0	2	2
OG0001987	0	0	2	2
OG0001988	0	0	2	2
OG0001989	0	0	2	2
OG0001990	0	0	2	2
OG0001991	0	0	2	2
OG0001992	0	0	2	2
OG0001993	0	0	2	2
OG0001994	0	0	2	2
OG0001995	0	0	2	2
OG0001996	0	0	2	2
OG0001997	0	0	2	2
OG0001998	0	0	2	2
OG0001999	0	0	2	2
OG0002000	0	0	2	2
OG0002001	0	0	2	2
OG0002002	0	0	2	2
OG0002003	0	0	2	2
OG0002004	0	0	2	2
